,Unnamed: 0,keyword,pos
28,28,닥스키즈반바지,1
29,29,여성크로스백,3
30,30,샌드위치유산지,2
31,31,스텐판,2
32,32,아우디SQ5,-1
33,33,시스템가구,2
34,34,비건레더,5
35,35,쿨링티셔츠,3
36,36,비셀스팀청소기,3
37,37,단스토어,-1
38,38,밀리언코르,3
39,39,여름네일,-1
40,40,아이브러쉬,2
41,41,3M양면테이프,3
42,42,바퀴아이스박스,1
43,43,쌀냉장고,2
44,44,실리콘솔,2
45,45,태교동화,5
46,46,몸의독소빼는법,-1
47,47,여자연예인가방,3
48,48,하트뽁뽁이,1
49,49,구찌악세사리,4
50,50,시라쿠스세트,2
51,51,남자구찌선글라스,2
52,52,빅사이즈반팔,2
53,53,구찌쪼리,2
54,54,바네스데코,3
55,55,1회용앞치마,2
56,56,망사원피스,3
57,57,먹줄,1
58,58,엄지손가락보호대,2
59,59,침대퀸사이즈,2
60,60,샌드위치케이스,2
61,61,전기약탕기,2
62,62,오프숄더속옷,2
63,63,가마가츠낚시대,2
64,64,여성속바지,2
65,65,스텐봉,2
66,66,퀵실버매장,5
67,67,안전띠,2
68,68,면토시,2
69,69,까까나라,4
70,70,15인치노트북케이스,2
71,71,스웨거,4
72,72,리델,3
73,73,헬스가격,-1
74,74,루이비통뮬,2
75,75,니트릴라텍스,2
76,76,경수진쇼파,2
77,77,거실간접등,4
78,78,쥐잡는법,-1
79,79,한샘샘키즈,3
80,80,안장가방,1
81,81,핑G30드라이버,2
82,82,자동차추천,-1
83,83,은세척방법,-1
84,84,이세이미야케바오바오,2
85,85,스탠드스피커,2
86,86,LED바,2
87,87,예치기,2
88,88,PROPAGANDA,-1
89,89,이유식식판,2
90,90,빅사이즈여성의류,3
91,91,지바겐,-1
92,92,칠순,-1
93,93,실리콘주방도구,2
94,94,BALLY지갑,1
95,95,신생아아기이불,2
96,96,레드북,-1
97,97,원목마루보수,3
98,98,샘소나이트여성백팩,2
99,99,캐리어16인치,2
0,0,지웰홈스동대문,-1
1,1,발사마귀치료,-1
2,2,천연라텍스베개,2
3,3,언더아머기능성티,2
4,4,전주놀거리,-1
5,5,오부자유기,3
6,6,뚜러펑,2
7,7,강마루코팅,4
8,8,태권도미트,2
9,9,어린이썬쿠션,2
10,10,자동심장충격기사용법,-1
11,11,남자운동화,3
12,12,SIGNAGE,-1
13,13,뉴발란스사이즈,-1
14,14,리자드,-1
15,15,여성장갑,2
16,16,디스커버리맨투맨,3
17,17,밀워키함마드릴,2
18,18,3로스위치,6
19,19,비비탄에어건,2
20,20,방석솜,2
21,21,에르젠타프쉘,4
22,22,그로헤수전,2
23,23,에블린잠옷,3
24,24,오디오장식장,2
25,25,순간온수기,2
26,26,고양이기생충,-1
27,27,쏙오프,4
28,28,에어컨동파이프,2
29,29,다이슨배터리,2
30,30,스타벅스요거트,5
31,31,인테리어회사순위,-1
32,32,근로자의날,-1
33,33,맥칠리,2
34,34,반팔아노락,1
35,35,미끄럼방지신발,2
36,36,얼굴괄사,2
37,37,현대자동차대리점,-1
38,38,터미널압착기,2
39,39,디카페인드립백,1
40,40,한식메뉴,-1
41,41,줄없는줄넘기,2
42,42,스포츠용품점,-1
43,43,에어컨실외기선반,2
44,44,탈모클리닉,-1
45,45,흰색카라티,2
46,46,소음기,2
47,47,노란고무줄,2
48,48,타미힐피거버킷햇,2
49,49,김규흔한과,3
50,50,아이폰7플러스케이스,2
51,51,후방카메라,2
52,52,야채빵,3
53,53,키작녀코디,-1
54,54,까사마루매직파티션,2
55,55,흰옷표백제,3
56,56,건강도시락,2
57,57,모기잡는기계,2
58,58,골전도블루투스이어폰추천,3
59,59,스텐머그컵,2
60,60,매실원주,1
61,61,헬리녹스선셋체어,2
62,62,가죽염색,2
63,63,붉은진드기,-1
64,64,어깨스트레칭,-1
65,65,신안소금,3
66,66,카카오톡플러스친구,-1
67,67,에어배드,2
68,68,입상황산가리,1
69,69,신생아등센서,4
70,70,스피드랙조립,6
71,71,아기레인부츠,2
72,72,초등필통,2
73,73,신부관리,-1
74,74,백조,-1
75,75,고목나무,-1
76,76,이동식선반,2
77,77,초등학생운동화,2
78,78,땅콩볼마사지,3
79,79,헬렌카민스키,4
80,80,휴대폰가격,3
81,81,정전식터치펜,2
82,82,6D카매트,2
83,83,프라스틱의자,2
84,84,오버니삭스,2
85,85,예쁜원피스,3
86,86,장애등급,-1
87,87,KAISER,1
88,88,엠보싱매트,2
89,89,수마스크,2
90,90,스킨팩,3
91,91,쇼트닝,2
92,92,남자구찌신발,3
93,93,스와로브스키,4
94,94,벽곰팡이제거제,2
95,95,돌아기드레스,2
96,96,두피영양제,2
97,97,자전거열쇠,2
98,98,뚱뚱한남자쇼핑몰,-1
99,99,5톤윙바디,-1
0,0,월평토분,1
1,1,보카스,3
2,2,듀얼센스,1
3,3,양말제작,5
4,4,테니스옷,2
5,5,아디다스롱패딩,2
6,6,스투키꽃말,-1
7,7,쏭레브,3
8,8,슬링백힐,3
9,9,휴대용접이식의자,2
10,10,강아지비즈목걸이,1
11,11,헤어고무줄,2
12,12,200만원대시계,2
13,13,줌플라이,2
14,14,아이뮤즈,3
15,15,공벌레,-1
16,16,코너쇼파,2
17,17,골프목토시,2
18,18,팬톤페인트,3
19,19,하니웰,5
20,20,헤라UV미스트쿠션,1
21,21,주방타일시공,3
22,22,대구인터불고뷔페,-1
23,23,전기레인지,2
24,24,양장,-1
25,25,아이스크림막대,2
26,26,포나리나스니커즈,2
27,27,명품조명,2
28,28,스탠드에어컨커버,2
29,29,플라워쉬폰원피스,3
30,30,핑아이언세트,2
31,31,계단논슬립,2
32,32,산업용환풍기,2
33,33,도미노,2
34,34,캠핑트레일러가격,2
35,35,프라스틱박스,2
36,36,한샘트롤리,1
37,37,BYFAR,4
38,38,체크조거팬츠,1
39,39,녹차초콜릿,2
40,40,예뿍이의작업방,3
41,41,복음자리팥,2
42,42,제수,-1
43,43,여성란제리,2
44,44,에어컨덕트,1
45,45,유아텐트,2
46,46,수저,2
47,47,충전기선,1
48,48,연꽃키우기,6
49,49,선풍기모터,2
50,50,여자상의,2
51,51,롤리팝유모차,2
52,52,안정제,-1
53,53,대구이색데이트,4
54,54,강민경원피스,1
55,55,파퀴칩스,1
56,56,사교모임,-1
57,57,롤렉스빈티지,2
58,58,미끄럼틀침대,2
59,59,냉소바,4
60,60,추나요법한의원,-1
61,61,트리아나,2
62,62,윤남텍가습기,3
63,63,케틀칩,2
64,64,데오티슈,2
65,65,닭모이통,2
66,66,무지개치즈,2
67,67,옷장향기,2
68,68,자전거속도계추천,3
69,69,상품권구매,2
70,70,리버풀유니폼,2
71,71,맞춤거울,2
72,72,백패킹장비,4
73,73,투명풍선,2
74,74,가보시힐,3
75,75,폴로조끼,2
76,76,코디세트,2
77,77,임산부쿠션,2
78,78,THINNER,-1
79,79,듀얼충전기,2
80,80,중이염,-1
81,81,한샘바스,4
82,82,마스크쿠션,3
83,83,골프공크기,-1
84,84,네일아트국가자격증,-1
85,85,킥복싱다이어트,-1
86,86,GROUP,-1
87,87,조리도구통,2
88,88,대형가전수거,-1
89,89,에어컨실외기수리,-1
90,90,1톤캠핑카,5
91,91,스텐거름망,2
92,92,스도쿠중급,-1
93,93,배럴남자수영복,2
94,94,팬톤,5
95,95,프라하우스손목보호대,1
96,96,업소용중고냉장고,2
97,97,전자렌지용기,2
98,98,바야밴드,2
99,99,텀블러제작,2
0,0,파이프규격,-1
1,1,액화,-1
2,2,초코송이,1
3,3,퓨마운동화,2
4,4,수타면,1
5,5,비즈공예,3
6,6,보조배터리5000,1
7,7,릴리팟이유식냄비,2
8,8,억스,3
9,9,손수레카트,2
10,10,차정원가방,3
11,11,헤링본러그,2
12,12,피부박피가격,-1
13,13,양난,3
14,14,큐비클,3
15,15,걸레받이셀프,3
16,16,이유식만들기,6
17,17,커피드립백,2
18,18,조던11로우,1
19,19,ANCHOR,-1
20,20,기능성반바지,2
21,21,시계팔찌,5
22,22,협재서핑,-1
23,23,발렌타인30년,-1
24,24,양가죽샌들,3
25,25,맥어리틀템드,-1
26,26,탈수기,2
27,27,린넨점프슈트,2
28,28,샤오미스탠드,1
29,29,가운,2
30,30,레미마틴VSOP,-1
31,31,다마스용달,-1
32,32,LED케이스,2
33,33,쇼파커버,2
34,34,여성루즈핏티셔츠,3
35,35,블랑101섬유유연제,2
36,36,프랑스그릇,2
37,37,내열유리물병,2
38,38,수제지갑,3
39,39,운동화밑창수선,4
40,40,삼성고속무선충전기,1
41,41,인형눈알,2
42,42,식물등,2
43,43,테트라사이클린,-1
44,44,한옥집짓기,-1
45,45,세면대오버플로우,1
46,46,욕창매트,2
47,47,남자여름코디,2
48,48,가재,3
49,49,유리보틀,2
50,50,스노우피크IGT,2
51,51,SK매직식기세척기,4
52,52,플라이휠,-1
53,53,대형식물,2
54,54,LGX4케이스,2
55,55,압박,3
56,56,더블침대프레임,2
57,57,여름거실러그,2
58,58,국산참깨,2
59,59,막걸리키트,2
60,60,딥디크롬브로단로,2
61,61,프랑스전투식량,2
62,62,모기살충제,2
63,63,모니터보안필름,2
64,64,펜타스톰,5
65,65,세타필바디로션,3
66,66,전기파리채,2
67,67,바랑에르돔,1
68,68,초등학생샴푸,2
69,69,횡단보도,-1
70,70,강아지지방종,-1
71,71,과테말라,-1
72,72,다리가저려요,-1
73,73,준비물,-1
74,74,나이키리프트,2
75,75,의자등받이쿠션,2
76,76,냉장고탈취,4
77,77,명탐정코난만화책,2
78,78,이불정리함,2
79,79,아마존직구,6
80,80,벤츠220D가격,-1
81,81,바이미룸,-1
82,82,이케아마늘다지기,2
83,83,문화상점,-1
84,84,옷보관함,2
85,85,나이키빅스우시,2
86,86,다이슨청소기배터리교체,3
87,87,여아레깅스,3
88,88,발가락링,2
89,89,BALENCIAGA,3
90,90,일자드라이버,2
91,91,VOLVIK,6
92,92,엿기름,1
93,93,스타벅스분쇄원두,2
94,94,소래포구생새우,-1
95,95,잇몸영양제,4
96,96,라운지웨어,2
97,97,임산부튼살오일,4
98,98,구두밑창,2
99,99,드립퍼,2
0,0,베란다창고문,2
1,1,거울꾸미기,2
2,2,땀복효과,-1
3,3,워터저그스탠드,1
4,4,좋은느낌오버나이트,3
5,5,나이키프로타이즈,2
6,6,아기방포스터,1
7,7,블랙박스방전,-1
8,8,소희원피스,4
9,9,빨래세제,2
10,10,대리석원형테이블,2
11,11,까페인테리어,4
12,12,액자틀,2
13,13,쇼파블랭킷,2
14,14,더울때,-1
15,15,6개월아기옷,2
16,16,하이브리드자동차혜택,-1
17,17,문방구,2
18,18,네잎클로버귀걸이,2
19,19,오토바이핸드폰거치대,2
20,20,역류쿠션,2
21,21,목가래,-1
22,22,배쓰밤,2
23,23,인포데스크,2
24,24,셀프스캔,5
25,25,소형SUV중고,-1
26,26,운동기구덜덜이,2
27,27,펜벤다졸,-1
28,28,원룸매트리스,2
29,29,남자슬링백,2
30,30,볼주머니,2
31,31,나이키카와슬라이드키즈,1
32,32,빅사이즈골프웨어,2
33,33,승용예초기,2
34,34,웨딩스튜디오,-1
35,35,힙분유,3
36,36,LOEWE,3
37,37,미니냉장쇼케이스,2
38,38,오징어버터구이,3
39,39,인콘트로,2
40,40,펜션,-1
41,41,대전캠핑카렌트,3
42,42,휴대용산소캔,2
43,43,아이책장,2
44,44,스테들러형광펜,1
45,45,A형사다리,2
46,46,가스레인지3구,2
47,47,제주금호리조트,3
48,48,차모기장,1
49,49,자라키우기,6
50,50,삼익가구침대,3
51,51,의약외품,-1
52,52,박스선물포장,3
53,53,오브레,2
54,54,자전거핸들바,2
55,55,여성여름스니커즈,2
56,56,어린콜라겐,3
57,57,자취방에어컨,4
58,58,수납트레이,2
59,59,네오디움고리자석,2
60,60,군용모포,2
61,61,인사말인삿말,-1
62,62,이동식변기,2
63,63,화장실청소호스,2
64,64,반도체방진복,3
65,65,SOUVENIR,-1
66,66,야상침대,2
67,67,라틴의자,2
68,68,전극,4
69,69,임산부허리통증,-1
70,70,델몬트드링크,2
71,71,사각싱크볼,2
72,72,미우미우지갑,3
73,73,간이테이블,2
74,74,홀로그램컵,1
75,75,발로나초콜릿,2
76,76,3D퍼즐,2
77,77,6세책추천,-1
78,78,PH측정기,2
79,79,볼펜지우개,2
80,80,빅사이즈스커트,3
81,81,옥상데크,3
82,82,여성등산모자,2
83,83,순금쌍가락지,2
84,84,미니굴삭기가격,2
85,85,웨스턴부츠,3
86,86,랫풀다운,3
87,87,아메리칸스탠다드변기,2
88,88,캄파리,-1
89,89,학생폰,2
90,90,10리터종량제쓰레기통,1
91,91,대형모니터,2
92,92,경매사자격증,-1
93,93,미샤비비크림,3
94,94,캐리비안베이준비물,-1
95,95,서울캠핑장,-1
96,96,페라이트,5
97,97,트랜짓,5
98,98,K2매장,-1
99,99,유아앞치마,2
0,0,보험심사평가사,-1
1,1,모찌베개,2
2,2,폴로랄프로렌모자,2
3,3,밥안먹는아기,-1
4,4,엘리가간다,-1
5,5,실리카,3
6,6,얇은수건,2
7,7,아기500일,2
8,8,NATIONAL,-1
9,9,호텔매트리스,3
10,10,보테가샌들,2
11,11,나무그릇세트,2
12,12,손가락마비,-1
13,13,경동나비엔온수매트,4
14,14,미니집게,1
15,15,어린이다이어트,-1
16,16,공기압마사지기,2
17,17,천캐리어,2
18,18,샐러드그릇,2
19,19,시마노라리사,1
20,20,암막커튼설치,3
21,21,바디럽필터,3
22,22,2L물통,2
23,23,블럭장난감,3
24,24,마작자리,2
25,25,프라다넥타이,3
26,26,셀프페인트칠,-1
27,27,자석칠판,2
28,28,캠핑카랜트,2
29,29,태엽,4
30,30,태극기바람개비,3
31,31,스승의날스티커,1
32,32,유아컵,2
33,33,방문페인트,4
34,34,매트리스수명,-1
35,35,체리잠옷,1
36,36,고급소주,4
37,37,루이까또즈버킷백,2
38,38,세팍타크로,-1
39,39,뽕비키니,2
40,40,1회용마스크,2
41,41,카커튼,2
42,42,비건쿠키,2
43,43,집게스탠드,2
44,44,군대용품,2
45,45,빵진열대,2
46,46,북큐레이터,-1
47,47,휴대폰충전기,2
48,48,엽산효능,-1
49,49,욕실천장재,2
50,50,여성경량패딩,3
51,51,멜빵반바지,2
52,52,안고자는베개,2
53,53,비와이씨,-1
54,54,좌식테이블,2
55,55,50대남자지갑,4
56,56,키즈장화,3
57,57,남성키높이슬리퍼,2
58,58,여성골프원피스,2
59,59,자궁에좋은차,5
60,60,페닌슐라쿠터,-1
61,61,다비도프,2
62,62,업소용간택기,2
63,63,강아지동결건조간식,2
64,64,스플리트,-1
65,65,EVA,3
66,66,헤나도안,2
67,67,자동차중고사이트,-1
68,68,무설탕요거트,2
69,69,욕실샤워기수전교체,3
70,70,차시,2
71,71,다리스트레칭,4
72,72,이고르샌들,2
73,73,커피샴푸,3
74,74,폴레드풋러브,1
75,75,밤보기저귀,5
76,76,여성썬캡모자,2
77,77,FLIPFLOP,-1
78,78,한샘블라인드,3
79,79,글렌캐런,3
80,80,여성가죽벨트,3
81,81,좋은느낌입는오버나이트,2
82,82,일인쇼파,2
83,83,발렌티노조리,1
84,84,블랑가또,2
85,85,매입콘센트,2
86,86,축구,-1
87,87,나이키줌보메로,2
88,88,그랜저TG,-1
89,89,샤넬안경줄,2
90,90,13인치노트북가방,2
91,91,신발살균건조기,2
92,92,오픈형블루투스이어폰,2
93,93,남자테이퍼드핏,2
94,94,강아지카메라,2
95,95,로저비비에가방,3
96,96,바다릴,2
97,97,여자블루종,2
98,98,욕실거울청소,5
99,99,정원파라솔,2
0,0,테라스어닝,2
1,1,트윈룩,2
2,2,리던,3
3,3,대문문패,2
4,4,포켓반팔티,2
5,5,치과,-1
6,6,전동임팩,2
7,7,차흠집제거,3
8,8,현대포터3,-1
9,9,평창데이지,3
10,10,데님,2
11,11,아기침대모기장,2
12,12,초등간식,5
13,13,치매예방영양제,2
14,14,홈키트,3
15,15,철강가격,-1
16,16,CAB,-1
17,17,래쉬가드하의,3
18,18,맥심커피,3
19,19,교정교열,-1
20,20,통증,-1
21,21,야외창고,2
22,22,라운드반팔티,2
23,23,생활복,2
24,24,각인텀블러,2
25,25,신와아이스박스,1
26,26,세라밴드,3
27,27,침대사이즈비교,-1
28,28,에드라쇼파,2
29,29,덕트자재,2
30,30,뽀드락지,-1
31,31,뉴발란스모자,4
32,32,명품쇼핑백,2
33,33,전동카,2
34,34,육아박람회,-1
35,35,실외기실방충망,2
36,36,오일통,1
37,37,닥스여성반지갑,2
38,38,아기차량햇빛가리개,1
39,39,지하수,-1
40,40,앤드로스리플잼,2
41,41,현관타일시트지,2
42,42,근적외선좌욕기,2
43,43,아티장,-1
44,44,실내사이클효과,-1
45,45,원두그라인더,2
46,46,챔피온반바지,3
47,47,덮밥맛집,-1
48,48,차량용패드거치대,2
49,49,강아지결막염,-1
50,50,정화조청소,-1
51,51,욕실공사,2
52,52,분무기노즐,2
53,53,그라운드골프채,2
54,54,디자인벤처스거실장,2
55,55,피부에좋은음식,-1
56,56,브라운세정액,3
57,57,쉬운그림그리기,-1
58,58,자르,2
59,59,종이포장지,2
60,60,차량무선청소기,2
61,61,레이저각인,2
62,62,사무실선풍기,1
63,63,릴케이스,1
64,64,스마트쓰레기통,2
65,65,여성파자마세트,2
66,66,LASKO,2
67,67,한글스티커,1
68,68,유칼립투스디퓨저,2
69,69,에어샤워,2
70,70,쪽파,3
71,71,방풍커튼,2
72,72,바퀴의자,2
73,73,LG울트라와이드모니터,1
74,74,간호사유니폼,2
75,75,도수치료,-1
76,76,싱크대정수기,2
77,77,초파리날파리,-1
78,78,목단,5
79,79,애플배터리교체,5
80,80,안면마스크,2
81,81,명품반지갑,2
82,82,필라원피스,2
83,83,시어서커,4
84,84,스마트폰CCTV,2
85,85,원목침대,2
86,86,아이유포토카드,2
87,87,퍼스널컬러진단,-1
88,88,샤넬중고가방,2
89,89,툴레어닝,1
90,90,콜맨코쿤2,1
91,91,쌀강정,4
92,92,미니창고,3
93,93,차량텐트,2
94,94,전복찜,-1
95,95,2인용쇼파,2
96,96,쿠키봉투,2
97,97,마르지엘라뮬,2
98,98,텀블러홀더,1
99,99,디올숄더백,1
0,0,대나무마작자리,2
1,1,화이트그리니,2
2,2,근육통푸는법,-1
3,3,여자바디프로필체지방률,5
4,4,강아지머리핀,2
5,5,자전거에어펌프,2
6,6,리락쿠마,2
7,7,라이스페이퍼,2
8,8,샤오미무드등,1
9,9,메이튼트렁크매트,3
10,10,라탄소품,2
11,11,전기화물차,-1
12,12,갤럭시탭A7,2
13,13,콧구멍짝짝이,-1
14,14,글루탐산나트륨,-1
15,15,4도어냉장고정리,4
16,16,옥스포드셔츠,2
17,17,아기자동차장난감,2
18,18,궁팡,-1
19,19,고등학생방인테리어,-1
20,20,발바닥아플때,-1
21,21,미니등산가방,2
22,22,게임기,2
23,23,흰색원피스,3
24,24,남자끼리여행,6
25,25,풍기인견나시,2
26,26,워터북,2
27,27,여자핸드백브랜드,2
28,28,미니쿠퍼컨트리맨,-1
29,29,P21S,2
30,30,실리콘카바이드,4
31,31,다리쥐날때,-1
32,32,BATHANDBODYWORKS,2
33,33,시계수리,2
34,34,역기,2
35,35,개업화환문구,-1
36,36,루치펠로칫솔,2
37,37,홈스타배수관클리너,1
38,38,현대자동차부품대리점,-1
39,39,여름7부바지,2
40,40,입문용기타,3
41,41,야광조끼,2
42,42,KANGOL가방,2
43,43,오수관,-1
44,44,클랍아사필크림,3
45,45,무선키보드,2
46,46,손거울,1
47,47,주방싱크대선반,2
48,48,마린스테이지,2
49,49,다이소모서리보호대,2
50,50,가족단체티,2
51,51,개미유인제,2
52,52,창의력,-1
53,53,어린이자전거보호대,1
54,54,리튬이온전지,3
55,55,루이비통복조리백,2
56,56,맥가이버칼,2
57,57,옷도매사이트,5
58,58,RNB,-1
59,59,남자트렌치코트,3
60,60,휴대용아기의자,2
61,61,커피자동그라인더,2
62,62,LLBEAN,3
63,63,듀플렉스모기퇴치기,2
64,64,편한샌들,3
65,65,레이온인견,4
66,66,화이트백,1
67,67,책갈피만들기,2
68,68,엔페이퍼,3
69,69,남성가디건,3
70,70,액자사이즈,4
71,71,휴지곽,1
72,72,서클레이터,2
73,73,탄력밴드,2
74,74,저녁대용,4
75,75,맥모란지,2
76,76,원목벤치의자,2
77,77,이케아이동식트롤리,2
78,78,숯불그릴,2
79,79,강아지간식통,2
80,80,벤츠거치대,2
81,81,파네토네,3
82,82,공기압축기,3
83,83,푸조,-1
84,84,에어컨매립배관,6
85,85,코코넛라떼,2
86,86,무료TV,5
87,87,카카오휴대용선풍기,1
88,88,아파트옥상,-1
89,89,강아지인식표목걸이,2
90,90,벌레차단,2
91,91,마리모죽음,-1
92,92,유아풀장,2
93,93,여성브이넥티셔츠,3
94,94,고전게임기,2
95,95,젤캔들만들기,2
96,96,미니어쳐음식,2
97,97,식용곤충,2
98,98,아디다스골프모자,3
99,99,앞머리펌,-1
0,0,죠르디,1
1,1,전자현미경,2
2,2,나이키키높이,1
3,3,도요토미반사식난로,2
4,4,4살아이반찬,-1
5,5,긴머리레이어드컷,-1
6,6,쉐보레픽업트럭,-1
7,7,인테리어비용,-1
8,8,피부각질제거,5
9,9,레깅스티셔츠,2
10,10,여름철음식,-1
11,11,조말론우드세이지앤씨솔트,3
12,12,헤지스백팩,3
13,13,카누아메리카노,2
14,14,자동차트렁크정리함,2
15,15,숏단발,-1
16,16,보온팩,2
17,17,자일리톨설탕,1
18,18,워터프루프아이라이너,3
19,19,미군용품,3
20,20,프론토웨건,3
21,21,투명수납정리함,2
22,22,발렌티노버킷백,2
